repository_key (Organisation) Record Title;idno;idMedium;number of volume;support;extent;leaf dimensions : height (mm);leaf dimensions : width (mm);justification : height (mm);justification : width (mm);columns;writtenLines;writtenLines (notes);writtenLines (note);script type;formality;handNote;scriptNote;note (deco);origDate;origDate : from;origDate : to;origDate : proposed date;origPlace (relationship marker) Record Title;iiif manifest
Poitiers, Bibliothèque municipale (Organisation);0043 (214);23522;;parchment;231 f.;225;150;;;1;;;;Cursiva;;;;Lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://horae-pictavenses.fr/iiif/3146/manifest
Poitiers, Bibliothèque municipale (Organisation);0044 (267);23523;;parchment;123 ff. (CCLL);196;135;;;1;;;;Textualis;;;;1 miniature (f. 38v°), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://horae-pictavenses.fr/iiif/6831/manifest
Poitiers, Bibliothèque municipale (Organisation);0045 (291);23524;;parchment;136 f.;189;132;;;1;;;;Textualis;;;;Bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://horae-pictavenses.fr/iiif/7096/manifest
Poitiers, Bibliothèque municipale (Organisation);0046 (304);100018650;;parchment;152 f.;195;136;;;1;;;;Textualis;;;;5 lettres historiées (f. 13v°, 15, 16v°, 17, 20v°), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1450 (CCLL) To : 1500 (CCLL);Paris (Place);https://horae-pictavenses.fr/iiif/7382/manifest
Poitiers, Bibliothèque municipale (Organisation);0047 (308);100018651;;parchment;168 f.;177;125;;;1;;;;Textualis;;;;8 miniatures (f. 15, 17, 21, 25, 26, 49, 50, 158v°), bordures, lettres historiées (f. 110, 159v°), lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://horae-pictavenses.fr/iiif/7383/manifest
Poitiers, Bibliothèque municipale (Organisation);0048 (309);100018652;;parchment;67 f.;159;118;;;1;;;;Textualis;;;;Lettres filigranées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://horae-pictavenses.fr/iiif/7384/manifest
Poitiers, Bibliothèque municipale (Organisation);0049 (311);23525;;parchment;96 f.;162;117;;;1;;;;Textualis;;;;6 miniatures (f. 13, 21, 53, 56, 59, 72), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://horae-pictavenses.fr/iiif/7505/manifest
Poitiers, Bibliothèque municipale (Organisation);0050 (324);23526;;parchment;211 f.;172;118;;;1;;;;Textualis;;;;5 miniatures (f. 17, 111, 143, 150, 157), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://horae-pictavenses.fr/iiif/8386/manifest
Poitiers, Bibliothèque municipale (Organisation);0051 (332);100018653;;parchment;87 f.;180;118;;;1;;;;Textualis;;;;24 miniatures (f. 7, 7v°, 8v°, 9v°, 11, 14v°, 17v°, 21, 22v°, 23v°, 24v°-26v°,  27v°, 33v°, 40v°, 43v°, 46v°, 49v°, 52v°, 57v°, 60v°, 71v°), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://horae-pictavenses.fr/iiif/8387/manifest
Poitiers, Bibliothèque municipale (Organisation);0052 (333);100018654;;parchment;111 f.;126;91;;;1;;;;Textualis;;;;Bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://horae-pictavenses.fr/iiif/8388/manifest
Poitiers, Bibliothèque municipale (Organisation);0053 (292);23527;;parchment;112 f.;188;127;;;1;;;;Cursiva;;;;8 miniatures (f. 18, 25, 32, 33, 40, 45, 49, 64), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1497 (CCLL) To : 1497 (CCLL);Paris (Place);https://horae-pictavenses.fr/iiif/8389/manifest
Poitiers, Bibliothèque municipale (Organisation);0054 (293);23528;;parchment;143 f.;198;142;;;1;;;;Textualis;;;;9 miniatures (f. 18, 48v°, 53v°, 57, 60v°, 64, 68v°, 79, 100), bordures, lettres ornées (Virgo);;1401;1425;15e s. (fin) (Medium) From : 1480 (CCLL) To : 1500 (CCLL);France (Place);https://horae-pictavenses.fr/iiif/8390/manifest
Poitiers, Bibliothèque municipale (Organisation);0055 (334);23529;;parchment;181 f.;140;92;;;1;;;;Cursiva;;;;25 miniatures (f. 14, 16, 18, 20, 22, 33, 44, 45v°, 47, 53v°, 58, 62, 66v°, 75, 82, 101, 154v°, 155v°, 157, 159, 169v°, 172, 173, 175), bordures, lettre historiée (f. 174), lettres ornées (Virgo);;1480;1500;15e s. (ca. 1490) (Medium) From : 1480 (CCLL) To : 1490 (CCLL);Tours (Place);https://horae-pictavenses.fr/iiif/2009/manifest
Poitiers, Bibliothèque municipale (Organisation);0056 (268);100018655;;parchment;118 f.;195;143;;;1;;;;Cursiva;;;;8 miniatures (f. 31, 34v°, 37, 39v°, 42, 45v°, 51v°, 70), bordures, lettres ornées (Virgo);;1501;1600;1501-1600 (Medium) From : 1500 (CCLL) To : 1600 (CCLL);France (Place);https://horae-pictavenses.fr/iiif/2008/manifest
Poitiers, Bibliothèque municipale (Organisation);0057 (269);23530;;parchment;167 f.;185;126;;;;;;;Textualis;Libraria;;;;;1470;1495;"c.1480-1485; 1510";;https://horae-pictavenses.fr/iiif/2007/manifest
Poitiers, Bibliothèque municipale (Organisation);0058 (310);100018656;;parchment;064 ff. (CCLL);153;110;;;1;;;;;;;;;;1501;1600;1501-1600 (Medium) From : 1500 (CCLL) To : 1600 (CCLL);;https://horae-pictavenses.fr/iiif/2006/manifest
Provins, Bibliothèque municipale (Organisation);20;100003651;;parchment;110 f.;164;108;;;1;16;;;Textualis;Formata;;;6 miniatures (f. 13, 22, 46, 61, 68, 84), bordures, lettres ornées (Virgo);;1470;1490;15e s. (ca. 1470-1480) (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/4243/manifest
Provins, Bibliothèque municipale (Organisation);21;23827;;parchment;186 f.;167;118;;;1;15;;;Textualis;Formata;;;10 miniatures (f. 30, 43, 54, 59, 64, 73, 98, 121, 125, 128v°), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/4244/manifest
Provins, Bibliothèque municipale (Organisation);22;100004092;;parchment;162 f.;153;108;;;1;15;;;Textualis;Formata;;;11 miniatures (f. 13, 15v°, 16, 17v°, 28, 38, 54v°, 60v°, 72, 93, 116), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/4281/manifest
Provins, Bibliothèque municipale (Organisation);23;100003652;;parchment;88 f.;174;123;;;1;24;;;Cursiva;Formata;;;3 miniatures (f. 13, 31, 49), bordures, lettres ornées (Virgo);;1480;1500;15e s. (fin) (Medium) From : 1480 (CCLL) To : 1500 (CCLL);France, Nord (Place);https://bvmm.irht.cnrs.fr/iiif/4247/manifest
Provins, Bibliothèque municipale (Organisation);24;23828;;parchment;135 f.;171;115;;;1;28;;;Cursiva;Currens;;;Lettres ornées (Virgo);;1480;1520;1401-1600 (Medium) From : 1490 (CCLL) To : 1510 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/4249/manifest
Reims, Bibliothèque municipale (Organisation);2446;41718;;parchment;15 f.;210;140;;;1;18;;;Cursiva;Formata;;;;;1480;1500;15e s. (fin) (Medium);;https://bvmm.irht.cnrs.fr/iiif/17975/manifest
Reims, Bibliothèque municipale (Organisation);2788;45423;;parchment;;157;115;;;1;15;;;Textualis;Formata;;;Rheims painter;;1445;1465;1451-1550 (Stutzmann) 15e s., 16e s. (Medium);Reims (Place);https://bvmm.irht.cnrs.fr/iiif/5271/manifest
Reims, Bibliothèque municipale (Organisation);0358 (C. 205);38031;;parchment;155 f.;223;158;;;1;16;;;Textualis;Formata;;;16 miniatures (f. 13, 19, 27, 38, 49, 50, 51, 58, 62, 66, 70, 73, 80, 98, 132, 136), bordures, lettres ornée (Virgo);;1476;1492;15e s. (1476-1492) (Medium) From : 1500 (CCLL) To : 1520 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/2406/manifest
Reims, Bibliothèque municipale (Organisation);0359 (N. Fonds);24064;;parchment;A-C+123+D-E ff. (CCLL);198;139;;;1;18;;;Textualis;Formata;;;15 miniatures (f. 1, 2, 11, 21, 30, 35, 39, 43, 47, 53, 55, 62, 66, 80, 115), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1480 (CCLL) To : 1500 (CCLL);Reims (Place);https://bvmm.irht.cnrs.fr/iiif/2407/manifest
Rennes, Bibliothèque municipale (Organisation);27;100026160;;parchment;112 f.;196;145;;;1;14;;;Textualis;Formata;;;;;1401;1425;15e s. (début) (Medium) From : 1400 (CCLL) To : 1420 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5194/manifest
Rennes, Bibliothèque municipale (Organisation);28;100026161;;parchment;167 f.;183;130;;;1;14;;;Textualis;Formata;;;12 miniatures (f. 45, 57, 59, 61, 68, 77, 82, 86, 94, 116, 158) (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);Bretagne (Place);https://bvmm.irht.cnrs.fr/iiif/5195/manifest
Rennes, Bibliothèque municipale (Organisation);29;100026162;;parchment;137 f.;182;131;;;1;14;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1420 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5196/manifest
Rennes, Bibliothèque municipale (Organisation);30;100026163;;parchment;83 f.;178;129;;;1;14;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1440 (CCLL) To : 1460 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5197/manifest
Rennes, Bibliothèque municipale (Organisation);31;100026164;;parchment;152 f.;195;142;;;1;13;;;Textualis;Formata;;;;;1420;1450;c.1420-1450;;https://bvmm.irht.cnrs.fr/iiif/5198/manifest
Rennes, Bibliothèque municipale (Organisation);32;100026165;;parchment;154 f.;207;142;;;1;15;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1460 (CCLL) To : 1460 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5199/manifest
Rennes, Bibliothèque municipale (Organisation);35;100026168;;parchment;102 f.;195;136;;;1;17;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1470 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5200/manifest
Rennes, Bibliothèque municipale (Organisation);36;100026169;;parchment;130 f.;203;140;;;1;16;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1480 (CCLL) To : 1520 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5201/manifest
Rennes, Bibliothèque municipale (Organisation);37;100026170;;mixed;97 f.;200;130;;;1;17;;;Humanistique;Formata;;;;;1501;1600;1501-1600 (Medium) From : 1500 (CCLL) To : 1600 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5221/manifest
Rennes, Bibliothèque municipale (Organisation);1219;100026336;;parchment;73 f.;190;130;;;2;28;;;Cursiva;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1490 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5090/manifest
Rennes, Bibliothèque municipale (Organisation);1277;100026338;;parchment;144 f.;;;;;1;14;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1420 (CCLL) To : 1430 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5225/manifest
Rennes, Bibliothèque municipale (Organisation);1334;100038186;;parchment;193 f.;200;140;;;1;14;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1440 (CCLL) To : 1440 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5226/manifest
Rennes, Bibliothèque municipale (Organisation);1335;100038187;;parchment;224 f.;192;140;;;1;16;;;Cursiva;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1420 (CCLL) To : 1430 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5227/manifest
Rennes, Bibliothèque municipale (Organisation);1509;100038189;;parchment;84 f.;105;78;;;1;18;;;Cursiva;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1450 (CCLL) To : 1450 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5228/manifest
Rennes, Bibliothèque municipale (Organisation);1510;100038190;;parchment;125 f.;189;145;;;1;16;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1440 (CCLL) To : 1460 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5229/manifest
Rennes, Bibliothèque municipale (Organisation);1512;100038192;;parchment;160 f.;105;80;;;1;14;;;Cursiva;Formata;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/5230/manifest
Rennes, Bibliothèque municipale (Organisation);1557;100038193;;parchment;97 f.;160;110;;;1;19;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1480 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/5231/manifest
Rennes, Bibliothèque municipale (Organisation);1558;100038194;;parchment;133 f.;179;129;;;1;16;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/5232/manifest
Rennes, Bibliothèque municipale (Organisation);1588;100038195;;parchment;160 f.;95;70;;;1;16;;;Cursiva;Formata;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/5233/manifest
Rennes, Bibliothèque municipale (Organisation);1637;100038200;;parchment;70 f.;120;80;;;1;18;;;Cursiva;Libraria;;;;;1500;1520;16e s. (ca. 1510) (Medium);;https://bvmm.irht.cnrs.fr/iiif/5234/manifest
Rennes, Bibliothèque municipale (Organisation);1685;100038196;;parchment;96 f.;146;100;;;1;15;;;Textualis;Formata;;;;;1401;1500;1401-1500 (Medium);;https://bvmm.irht.cnrs.fr/iiif/5235/manifest
Rennes, Bibliothèque municipale (Organisation);1696;100038197;;parchment;144 f.;150;100;;;1;13;;;Textualis;Formata;;;;1398;;;14e s. (1398) (Medium);;https://bvmm.irht.cnrs.fr/iiif/5236/manifest
Rennes, Bibliothèque municipale (Organisation);HP 0768;100038198;;parchment;111 f.;155;107;;;1;18;;;Semihybrida;Formata;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/17667/manifest
Rodez, Bibliothèque de la Société des lettres de l'Aveyron (Organisation);1;100046757;;parchment;182 f.;118;83;;;1;19;;;Cursiva;Formata;;;;;1475;1495;15e s. (1485 circa) (Medium) From : 1485 (CCLL) To : 1485 (CCLL);Bourges (Place);https://bvmm.irht.cnrs.fr/iiif/3579/manifest
Rodez, Bibliothèque municipale (Organisation);138;100035722;;parchment;180 f.;180;120;;;1;14;;;Textualis;Formata;;;;;1460;1480;15e s. (ca. 1460-1470) (Medium) From : 1460 (CCLL) To : 1470 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/2868/manifest
Rouen, Bibliothèque municipale (Organisation);3024 (Leber 0137);100003896;;parchment;I+133+I ff. (CCLL);140;95;;;1;;;;;;;;Glasgow-Rouen Group|38 miniatures, bordures, lettres ornées (Virgo);;1400;1425;c.1400-1415;Nederland, Sud (Place)|Brugge (Place);https://bvmm.irht.cnrs.fr/iiif/32104/manifest
Rouen, Musée des Beaux-Arts (Organisation);AG.1975.4.5839;100046585;;parchment;154 f.;;;;;;;;;;;;;;;1386;1415;;;https://bvmm.irht.cnrs.fr/iiif/20463/manifest
Rouen, Musée des Beaux-Arts (Organisation);AG.1975.4.5840;100046584;;parchment;142 f.;;;;;;;;;;;;;;;1450;1470;;;https://bvmm.irht.cnrs.fr/iiif/20464/manifest
Saint-Omer, Bibliothèque d'agglomération (Organisation);883;100060549;;parchment;;;;;;;;;;;;;;;;1460;1480;;;https://bvmm.irht.cnrs.fr/iiif/24998/manifest
Saumur, Château-Musée (Organisation);2;25321;;parchment;141 f.;192;135;;;1;16;;;Textualis;Formata;;;;1598;;;16e s. (1598) (Medium);;https://bvmm.irht.cnrs.fr/iiif/1377/manifest
Sées, Archives diocésaines (Organisation);026 (A-7);100037034;;parchment;109 f.;160;110;;;1;14;;;Cursiva;Formata;;;;;1451;1475;1301-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/23919/manifest
Sens, Bibliothèque municipale (Organisation);35;37673;;parchment;145 f.;135;101;;;1;14;;;Textualis;Formata;;;1 miniature (f. 92), bordures, lettres ornées (Virgo);;1401;1500;15e s. (deuxième tiers) (Medium) From : 1430 (CCLL) To : 1460 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/25047/manifest
Soissons, Bibliothèque municipale (Organisation);0109 (100);100027083;;parchment;126 f.;168;124;;;1;;;;;;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/25508/manifest
Soissons, Bibliothèque municipale (Organisation);0110 (101);100027084;;parchment;136 f.;168;124;;;1;;;;;;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/25666/manifest
Soissons, Bibliothèque municipale (Organisation);0111 (102);100027085;;parchment;148 f.;179;114;;;1;;;;;;;;;;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/25663/manifest
Solesmes, Bibliothèque de l'abbaye Saint-Pierre (Organisation);204;100014473;;parchment;143 f.;230;160;;;1;21;;;Textualis;Formata;;;;;1401;1450;15e s. (première moitié) (Medium);;https://bvmm.irht.cnrs.fr/iiif/3650/manifest
Strasbourg, Bibliothèque du Grand Séminaire (Organisation);739;100032659;;parchment;104 f.;150;100;;;1;15;;;Textualis;Formata;;;9 miniatures (f. 8, 17v°, 26, 30, 33, 36, 39, 43v°, 69) (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);France (Place);https://bvmm.irht.cnrs.fr/iiif/2674/manifest
Tonnerre, Bibliothèque municipale (Organisation);01 (01);40106;;parchment;141 f.;186;129;;;1;16;;;Textualis;Formata;;;;;1460;1480;15e s. (ca. 1470) (Medium) From : 1470 (CCLL) To : 1470 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/24224/manifest
Toulouse, Bibliothèque municipale (Organisation);129;35872;;parchment;155 f.;160;120;;;1;14;;;Textualis;Formata;;;3 miniatures (f. 65, 85, 107), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (Virgo) To : 1500 (Virgo) From : 1400 (Virgo) To : 1500 (Virgo);;https://bvmm.irht.cnrs.fr/iiif/1554/manifest
Toulouse, Bibliothèque municipale (Organisation);130;35873;;parchment;209 f.;100;75;;;1;16;;;Textualis;Formata;;;8 miniatures (f. 23v°, 30, 44v°, 60v°, 73v°, 89v°, 100v°, 118v°), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (Virgo) To : 1500 (Virgo) From : 1400 (Virgo) To : 1500 (Virgo);;https://bvmm.irht.cnrs.fr/iiif/511/manifest
Toulouse, Bibliothèque municipale (Organisation);131;35874;;parchment;87 f.;177;125;;;1;14;;;Textualis;Formata;;;Lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (Virgo) To : 1500 (Virgo) From : 1400 (Virgo) To : 1500 (Virgo);France (Place);https://bvmm.irht.cnrs.fr/iiif/1555/manifest
Toulouse, Bibliothèque municipale (Organisation);132;35875;;parchment;175 f.;182;133;;;1;15;;;Textualis;Formata;;;Miniature (Defuncti);;1401;1500;1401-1500 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/512/manifest
Toulouse, Bibliothèque municipale (Organisation);133;35876;;parchment;144 f.;147;113;;;1;14;;;Textualis;Formata;;;;;1301;1500;1301-1600 (Medium) From : 1400 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/513/manifest
Toulouse, Bibliothèque municipale (Organisation);135;35878;;parchment;126 f.;163;108;;;1;19;;;Textualis;Formata;;;31 miniatures, bordures, lettres ornées (Virgo);;1480;1520;1401-1600 (Medium) From : 1480 (Virgo) To : 1490 (Virgo) From : 1480 (Virgo) To : 1490 (Virgo);Provence (Place);https://bvmm.irht.cnrs.fr/iiif/515/manifest
Toulouse, Bibliothèque municipale (Organisation);136;35879;;parchment;162 f.;190;135;;;1;17;;;Cursiva;Formata;;;19 miniatures (f. 12, 14, 15v°, 17, 21, 41, 53, 58, 68v°, 71, 79, 84, 88, 92, 112, 156, 157, 158, 159), bordures, lettres ornées (Virgo);;1401;1500;1401-1500 (Medium) From : 1400 (Virgo) To : 1500 (Virgo) From : 1400 (Virgo) To : 1500 (Virgo);France (Place);https://bvmm.irht.cnrs.fr/iiif/517/manifest
Toulouse, Bibliothèque municipale (Organisation);137;35880;;parchment;52 f.;162;114;;;1;18;;;Textualis;Libraria;;;;;1501;1600;1501-1600 (Medium) From : 1480 (CCLL) To : 1500 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/518/manifest
Toulouse, Bibliothèque municipale (Organisation);138;35881;;parchment;68 f.;162;115;;;1;18;;;Textualis;Libraria;;;;;1501;1600;1501-1600 (Medium) From : 1500 (CCLL) To : 1520 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/519/manifest
Toulouse, Bibliothèque municipale (Organisation);143;35886;;parchment;145 f.;198;135;;;1;15;;;Textualis;Formata;;;Late style of the Master of the Bedford Hours.;;1445;1465;1401-1500 (Stutzmann) 1401-1500 (Medium) From : 1460 (CCLL) To : 1460 (CCLL);Paris (Place);https://bvmm.irht.cnrs.fr/iiif/523/manifest
Toulouse, Bibliothèque municipale (Organisation);2842;100042738;;parchment;169 ff. (CCLL);178;120;;;1;17;;;Textualis;Formata;;;;;1480;1500;15e s. (ca. 1490) (Medium) From : 1490 (CCLL) To : 1490 (CCLL);;https://bvmm.irht.cnrs.fr/iiif/700/manifest
Toulouse, Bibliothèque municipale (Organisation);2881;100042722;;parchment;242 f.;115;83;;;1;15;;;Textualis;Formata;;;;;1447;1467;1460-1472 (Stutzmann) 15e s. (ca. 1454-1460) (Medium);Toulouse (Place);https://bvmm.irht.cnrs.fr/iiif/702/manifest
Toulouse, Bibliothèque municipale (Organisation);2882;100035149;;parchment;136 f.;202;147;;;1;15;;;Textualis;Formata;;;;;1430;1450;1415-1435 (Stutzmann) 15e s. (1415-1435) (Medium);Toulouse (Place)|Avignon (Place);https://bvmm.irht.cnrs.fr/iiif/703/manifest
Toulouse, Musée Saint-Raymond (Organisation);PM31000783;100045156;;parchment;152 f.;200;150;;;1;14;;;Textualis;Formata;;;;;1301;1400;15e s. (deuxième quart) (Medium);;https://bvmm.irht.cnrs.fr/iiif/1429/manifest
Tournus, Hôtel-Dieu - Musée Greuze (Organisation);inv. 82.1206;100039311;;parchment;450 p.;180;120;;;;;;;;;;;;;1460;1480;15e s. (ca. 1470) (Medium);;https://bvmm.irht.cnrs.fr/iiif/19465/manifest
