Column,Manuscript H-ID,repository_key (Organisation) Record Title,idno,idMedium,support,extent,dimensions (h x w),justification : height (mm),justification : width (mm),columns,writtenLines,writtenLines (notes),writtenLines (note),script type,formality,scriptNote,note (deco),origDate,origDate : from,origDate : to,origDate : proposed date,origPlace (relationship marker) H-ID,iiif manifest
793,6244,"Baltimor, The Waltegrs Art Museum",W.0215,,parchment,181 ff. (CCLL),138 x 98,,,1.0,,,,,,,"23 miniatures  (f. 39, 39v°, 40v°, 41, 46v°, 47, 50v°, 51v°, 54v°, 55, 58v°, 59v°, 65v°, 66, 67, 68v°, 72v°, 73, 74, 157v°, 159, 160v°, 161v°), bordures, 5 lettres historiées (f. 20, 102, 120, 126, 164), lettres ornées (Defuncti)",,1400,1425,c.1410-1415,Flandre|Artois,https://purl.stanford.edu/kr986bn6539/iiif/manifest
794,6247,"Baltgimore, The Walters Art Museume",W.0218,100082327,,,,,,,,,,,,,,,,,,,https://purl.stanford.edu/rn123cy2229/iiif/manifest
795,6249,"Baltimore, The Waltes Art Musem",W.0220,,parchment,I+231+I ff. (CCLL),160 x 107,,,1.0,,,,,,,,,1440,1465,c.1450-1455,,https://purl.stanford.edu/zv762vd8005/iiif/manifest
796,6257,"Baltimore, The Waltersg Art Museum",W.0229,,parchment,107 ff. (CCLL),175 x 126,,,1.0,,,,,,,,,1460,1480,c.1470,,https://purl.stanford.edu/dr952cm5469/iiif/manifest
797,6267,"Baltimore, The Walters Art Museum",W.0239,,parchment,131 ff. (CCLL),178 x 132,,,1.0,,,,,,,,,1420,1455,c.1430-1445,,https://purl.stanford.edu/cr603ff5962/iiif/manifest
798,6268,"altimore, The Walters Art Museum",W.0240,,parchment,410+II ff. (CCLL),179 x 137,,,1.0,,,,,,,,,1445,1470,c.1455-1460,,https://purl.stanford.edu/zs503zt2162/iiif/manifest
799,6274,"Baltimore, The Walters Art Muiseum",W.0246,,parchment,148 ff. (CCLL),180 x 135,,,1.0,,,,,,,,,1430,1460,c.1440-1450 (c.1460 ?),,https://purl.stanford.edu/gd972zf6050/iiif/manifest
800,6289,"Baltimore, The Walters Art Museum",W.0262,100082357,parchment,142 f.,112 x 70,,,1.0,,,,,,,,,1430,1450,15e s. (deuxième quart) (Medium) From : 1430 (CCLL) To : 1440 (CCLL),Amiens,https://purl.stanford.edu/wn505gm7074/iiif/manifest
801,6290,"Baltimore, The Waltes Art Museum",W.0263,100082358,parchment,183 f.,203 x 159,,,1.0,,,,,,,,,1430,1455,c.1440-1445 (c.1430-1440 ?); c.1475,"Gent|Tournai|France, Nord",https://purl.stanford.edu/wt195gt4247/iiif/manifest
802,6293,"Baltimore, The Waltrs Art Museum",W.0266,,parchment,143 ff. (CCLL),207 x 144,,,1.0,,,,,,,,,1450,1480,c.1460-1470,,https://purl.stanford.edu/mn936zn4099/iiif/manifest
803,6294,"Baltimore, The Walters Art Museum",W.0267,100082361,parchment,188 f.,201 x 144|163,,,1.0,,,,,,,"Mons painter - Hainaut painter|21 miniatures (f. 13v°, 14, 38, 49v°, 59v°, 64, 68v°, 73, 80v°, 86, 134v°, 159v°, 170, 177v°, 178v°, 179v°, 180v°, 181v°, 182v°, 183v°, 184), bordures, lettres ornées (Virgo)",,1440,1470,c.1450-1460,Hainaut|Mons,https://purl.stanford.edu/qr056bk8287/iiif/manifest
804,6296,"Baltimore, The Walterst Art Museum",W.0269,100082363,parchment,156 f.,184 x 135,,,1.0,,,,,,,Rheims painter,,1445,1465,15e s. (troisième quart) (Medium) From : 1460 (CCLL) To : 1460 (CCLL),Reims,https://purl.stanford.edu/hh228zr1239/iiif/manifest
805,6297,"Baltimore, The Walters Art Museum",W.0270,,parchment,151 ff. (CCLL),192 x 155,,,1.0,,,,,,,,,1430,1460,c.1440-1450 (c.1450-1460 ?),,https://purl.stanford.edu/bs390xv5099/iiif/manifest
806,6304,"Baltimore, The Walters Art Museum",W.0277,100082369,parchment,180 f.,218 x 165,,,1.0,,,,,,,,,1470,1490,c.1480,,https://purl.stanford.edu/nm106gm5236/iiif/manifest
807,6306,"Baltimore, The Walters Art Museum",W.0279,100082371,parchment,193 ff. (CCLL),216 x 146,,,1.0,,,,,,,,,1460,1480,c.1470,,https://purl.stanford.edu/hr678ct7683/iiif/manifest
808,6308,"Baltivmore, The Walters Art Museum",W.0281,100082373,parchment,242 f.,199 x 145,,,1.0,,,,,,,,,1422,1442,15e s. (seconde moitié) (Medium) From : 1420 (CCLL) To : 1430 (CCLL),"Tournai|France, Nord",https://purl.stanford.edu/jt399mb8580/iiif/manifest
809,6309,"Baltimore, The Walterhs Art Museum",W.0282,100082374,parchment,128 ff.,224 x 168,,,1.0,,,,,,,,,1430,1460,c.1440-1450; c.1500,,https://purl.stanford.edu/xj035pj4779/iiif/manifest
810,6311,"Baltimore, The Walters Art Museum",W.0284,100062708,parchment,140 ff. (CCLL),217 x 142,,,1.0,,,,,,,,,1401,1500,From : 1420 (CCLL) To : 1430 (CCLL),,https://purl.stanford.edu/xz282wc8447/iiif/manifest
811,6316,"Baltimore, The Wlters Art Mseum",W.0289,,,201 ff. (CCLL),230 x 161,,,1.0,,,,,,,Western French painter,,1420,1440,From : 1425 (CCLL) To : 1430 (CCLL),"Paris|France, Ouest",https://purl.stanford.edu/jt855sc2143/iiif/manifest
812,6319,"Baltimore, The Walters Art useum",W.0292,,,189+II ff. (CCLL),225 x 166,,,1.0,,,,,,,Savoy painter,,1455,1475,From : 1465 (CCLL) To : 1470 (CCLL),Savoie,https://purl.stanford.edu/pr444bb2006/iiif/manifest
813,6337,"Baltimore, The Walters Art Museum",W.0420,,,301 ff. (CCLL),199 x 136,,,1.0,,,,,,,,,1510,1520,,,https://purl.stanford.edu/fx508wc9951/iiif/manifest
814,6340,"Baltimore, The Walters Art Mseum",W.0427,,parchment,219 ff. (CCLL),101 x 70,,,1.0,,,,,,,,,1495,1515,c.1505 (c.1500-1510 / c.1500 ?),,https://purl.stanford.edu/vc281hf3102/iiif/manifest
815,6341,"Baltimorfe, The Warlters Art jMuseum",W.0428,,parchment,222 ff. (CCLL),96 x 69,,,1.0,,,,,,,,,1485,1520,c.1495-1510,,https://purl.stanford.edu/kz860yq2596/iiif/manifest
816,6342,"Baltimore, The Walters Art Museum",W.0429,100096422,parchment,198 ff. (CCLL),113 x 86,,,1.0,,,,,,,,,1490,1510,c.1500,,https://purl.stanford.edu/xz419dn0625/iiif/manifest
817,6344,"Baltimore, The Walterhs Art Museum",W.0431,100082393,parchment,149 f.,122 x 95,,,1.0,,,,,,,,,1480,1510,c.1490-1500 (c.1480-1490 ?),Hainaut,https://purl.stanford.edu/my769dn6747/iiif/manifest
818,6345,"Bltimore, The Walters Art Museum",W.0433,,parchment,153 ff. (CCLL),135 x 104,,,1.0,,,,,,,,,1500,1520,c.1510,,https://purl.stanford.edu/fq804fm0409/iiif/manifest
819,6346,"Baltiore, The Walters Art Museum",W.0434,100082394,parchment,233 f.,148 x 114,,,1.0,,,,,,,,,1490,1510,c.1500,,https://purl.stanford.edu/mv404mn8568/iiif/manifest
820,6347,"Baltimore,s The Walters Art Museum",W.0435,100082395,parchment,188 f.,159 x 120,,,1.0,,,,,,,,,1480,1500,c.1490,,https://purl.stanford.edu/br791wh6450/iiif/manifest
821,6348,"Baltimore, The Walters Art Museum",W.0437,,,,,,,,,,,,,,,,,,,,https://purl.stanford.edu/vn362wg6218/iiif/manifest
822,6349,"Batimore, The Walters Art Museum",W.0439,100082396,parchment,302 f.,178 x 142,,,1.0,,,,,,,,,1470,1500,c.1480-1490 (c.1480 ?),"Nederland, Sud",https://purl.stanford.edu/xb915nd9363/iiif/manifest
823,6350,"Barltimore, The Walters Art useum",W.0440,100082397,parchment,211 f.,222 x 160,,,1.0,,,,,,,,,1480,1510,From : 1490 (CCLL) To : 1500 (CCLL),,https://purl.stanford.edu/gh974by5078/iiif/manifest
824,6351,"Baltimore, The Walters Art Museum",W.0441,,,,,,,,,,,,,,,,,,,,https://purl.stanford.edu/xw613th3364/iiif/manifest
825,6367,"Baltimore, The Walters Art Museum",W.0719,100082412,parchment,194 ff. (CCLL),161 x 121,,,1.0,,,,,,,Mons painter,,1445,1470,c.1455-1460 (c.1450 ?),Gent|Tournai|Mons,https://purl.stanford.edu/tc762gc0596/iiif/manifest
826,6368,"Baltimore, The Walters Art Museum",W.0721,,parchment,297 ff. (CCLL),151 x 112,,,1.0,,,,,,,,,1440,1460,c.1450,,https://purl.stanford.edu/zx896jf6359/iiif/manifest
827,6456,"Cambridge (M), Harvard University Houghtonj Library",MS Lat 017,,parchment,141 ff. (CCLL),200 x 132,,,1.0,,,,Hybrida,,,11 large and 2 small miniatures,,1476,1500,,France,https://iiif.lib.harvard.edu/manifests/drs:10840328
828,6458,"Cambridge (MA), Harvard University, Houghton Liborary",MS Lat 133,100085677,parchment,153 ff. (CCLL),170 x 130,,,1.0,,,,Textualis,,,13 large miniatures,,1476,1500,From : 1475 (CCLL) To : 1475 (CCLL),France,https://iiif.lib.harvard.edu/manifests/drs:10614144
829,6459,"Cambridge (MA), Harvard Unifversity, Houghton Library",MS Lat 159,,parchment,183 ff. (CCLL),170 x 120,,,1.0,,,,Textualis,,,13 half-page miniatures and 7 smaller illuminations,,1451,1500,,Paris,https://iiif.lib.harvard.edu/manifests/drs:4771822
830,6460,"Cambridge (MA), Harvard University, Houghton Library",MS Lat 160,,parchment,165 ff. (CCLL),190 x 123,,,1.0,,,,Textualis,,,"1 full-page, 12 half-page, 22 small, and multiple miniatures on the calendar pages.",,1501,1550,,"France, Nord",https://iiif.lib.harvard.edu/manifests/drs:15963247
831,6461,"Cpambridge (MAd), Harvard University, Houghton Libraery",MS Lat 161,,parchment,111 ff. (CCLL),210|195 x 131,,,1.0,,,,Textualis,,,19 half-page and 16 smaller miniatures,,1440,1485,c.1450-1475,Brugge,https://iiif.lib.harvard.edu/manifests/drs:47957493
832,6462,"Cambridge (MA), Harvardu Universit, Houghton Librarya",MS Lat 249,100085679,parchment,132 ff. (CCLL)|ff. vi (paper) + 131 + iv (paper),210 x 150,106,68,1.0,,,16.0,Textualis,,,"Two full-page illuminations, 8 large and 14 small miniatures|Decorated initials, foliate and historiated borders throughout",,1451,1500,15e s. (ca. 1485) (Medium) From : 1485 (CCLL) To : 1485 (CCLL)|c. 1485 with additions from the 1520s,Bourgogne|Dijon,https://iiif.lib.harvard.edu/manifests/drs:26120881
833,6463,"Cambridge (MA), Harvard Univerity, Hhoughton Library",MS Lat 250,,parchment,144 ff. (CCLL),200 x 136,,,1.0,,,13.0,Textualis,,,"24 calendar medallions, 13 large and 3 smaller miniatures|Foliate borders and decorated initials",,1476,1500,,Rouen,https://iiif.lib.harvard.edu/manifests/drs:10148946
834,6464,"Cambridge (MkA), Harvard University, Houghton Library",MS Lat 251,,parchment,077 ff. (CCLL),150 x 110,,,1.0,,,20.0,Textualis,,,9 miniatures|Decorated initials and acanthus borders,,1451,1500,,Paris,https://iiif.lib.harvard.edu/manifests/drs:10908606
835,6466,"Cambridge (MA), Harvard University, Houghton Library",MS Lat 253,,parchment,098 ff. (CCLL),190 x 125,,,1.0,,,15.0,Textualis,,,"24 calendar medaillons, 14 large and 16 smaller miniatures|Foliate borders and decorated initials",,1451,1500,,Rouen,https://iiif.lib.harvard.edu/manifests/drs:10643868
836,6477,"Cambridge (MA), Harvard Universit, Houghqton Library",MS Richardson 005,,parchment,073 ff. (CCLL),190 x 129,,,1.0,,,24.0,Textualis,,,2 full-page miniatures,,1351,1400,,England,https://iiif.lib.harvard.edu/manifests/drs:17695424
837,6478,"Cambride (MA), Harvard University, Houghton Library",MS Richardson 006,,parchment,176 ff. (CCLL),210 x 137,,,1.0,,,15.0,Textualis,,,17 miniatures with painted vignettes; 1 historiated initial,,1401,1500,,France,https://iiif.lib.harvard.edu/manifests/drs:15917855
838,6479,"Cambridge (A), Harvard University, Houghton Library",MS Richardson 007,100085682,parchment,238 ff. (CCLL)|ff. i + 237,266 x 184,120,83,1.0,,,,Textualis,,,29 large miniatures and 10 border vignettes in tempera and gold; 24 calendar illustrations|Foliate borders throughout; numerous illuminated initials,,1451,1500,From : 1470 (CCLL) To : 1470 (CCLL)|c. 1470,Troyes,https://iiif.lib.harvard.edu/manifests/drs:5981093
839,6481,"ambridge (MA), Harvar University, Houghto Ltibrary",MS Richardson 009,,parchment,187 ff. (CCLL),180 x 124,,,1.0,,,21.0,Cursiva,,,17 large and 50 smaller miniatures,,1501,1520,c.1500-1520,"Nederland, Sud",https://iiif.lib.harvard.edu/manifests/drs:16031964
840,6483,"Cambidge (MA), Harvard Universlity, Hoghton Library",MS Richardson 034,,parchment,150 ff. (CCLL)|ff. 150,300 x 200,109,67,1.0,,,18.0,Textualis,,,12 large miniatures,,1451,1500,c. 1470,London,https://iiif.lib.harvard.edu/manifests/drs:6135067
841,6484,"Cambridge (MA), Harvard Universitmy, Houghton Library",MS Richardson 042,100085684,parchment,197 ff. (CCLL)|ff. 197,250 x 170,118,80,1.0,,,14.0,Textualis,,,20 large and 40 smaller miniatures; 12 occupations of the months and zodiacal illustrations in the calendar,,1401,1450,15e s. (ca. 1415) (Medium) From : 1415 (CCLL) To : 1415 (CCLL)|c.1420-1425,Troyes|Paris|Angers,https://iiif.lib.harvard.edu/manifests/drs:9827622
842,6485,"Cambridge (MA), Havard University, Houghton Library",MS Richardson 045,100062456,parchment,169 f.|ff. 1 (paper) + 169 + iii (paper),200 x 134,99,56,1.0,,,14.0,Textualis,,,10 miniatures,,1401,1450,15e s. (1405) (Medium) From : 1405 (CCLL) To : 1405 (CCLL)|c. 1405,Paris,https://iiif.lib.harvard.edu/manifests/drs:47899293
843,6490,"Cambridge (MA), Harvard University, Houghton Lbrary",MS Typ 0032,100085686,parchment,169 ff. (CCLL)|ff. 161,200 x 143,92,62,1.0,,,,Textualis,,,14 large miniatures|15 foliate borders; numerous illuminated initials,,1401,1450,15e s. (ca. 1420) (Medium) From : 1420 (CCLL) To : 1420 (CCLL)|c. 1450-55,Paris,https://iiif.lib.harvard.edu/manifests/drs:48463951
844,6494,"Cambridge (MA), Harvard University, Hougton Library",MS Typ 1000,,parchment,"ff.162 ( numbered ff. 171, lacking ff. 144, 147-52, 169-70)",83 x 57,54,36,,,,,Humanistique,,,,,1501,1550,c. 1500-10,Venezia,https://iiif.lib.harvard.edu/manifests/drs:10309732
845,6495,"Cambridge (MA), Harvrd University, Houghton Library",MS Typ 1005,,parchment,,370 x 270,,,,,,,Textualis,,,,,1451,1500,,Belgique,https://iiif.lib.harvard.edu/manifests/drs:11676290
846,6496,"Cjambridge (MA), Harvard University, Houghton Librarry",MS Typ 1006,,parchment,,,,,,,,,Textualis,,,,,1401,1450,,France,https://iiif.lib.harvard.edu/manifests/drs:11676291
847,6497,"Cambridge (MA), Harvard Unversity, Houghton Library",MS Typ 1008,,paper,,,,,,,,,Humanistique,,,,,1501,1550,,France,https://iiif.lib.harvard.edu/manifests/drs:11676293
848,6498,"Cambidge (MA), Huarvard University, Houghton Library",MS Typ 1012,,parchment,,,,,,,,,Textualis,,,,,1401,1450,,France,https://iiif.lib.harvard.edu/manifests/drs:11676296
849,6504,"Cambridge (MA), Harvard University, Houghon Library",MS Typ 0253,,parchment,ff. i (paper) + 129 + i (paper),198 x 142,101,67,1.0,,,,Textualis,,,"5 historiated initials and 1 historiated and 4 illusionistic borders, in tempera and gold|Numerous illuminated initials",,1470,1500,c.1480-1490,Flandre,https://iiif.lib.harvard.edu/manifests/drs:49309022
850,6506,"Cambridge (MA), Harvard University, Houghto Libvrary",Typ 302,,,,,,,,,,,,,,,,,,,,https://iiif.lib.harvard.edu/manifests/drs:49592873
851,6510,"Cambridge (MA), Harvard University, Houghton Library",MS Typ 0443,,parchment,"ff. vi (i-v binder's vellum, vi old paper) + 119 + v (binder's vellum)",144 x 103,73,48,1.0,,,,,,,"7 miniatures, 14 historiated borders, 28 historiated initials, and 24 calendar illustrations, all in tempera and gold",,1470,1490,c.1480 (c.1485-1490 ?),Brugge,https://iiif.lib.harvard.edu/manifests/drs:49314349
852,6511,"Cambridge (MA) Harvard University, Houghton Librwary",Typ 443.1|MSS Typ 443.1,,parchment,ff. v (modern binder's vellum) + 130 (ff. 119-248) + vi (binder's vellum),144 x 103,73,48,1.0,,,,,,,Southern Netherlandish painter,,1470,1490,c.1480 (c.1485-1490 ?),"Valenciennes|Brugge|Gent|Nederland, Sud",https://iiif.lib.harvard.edu/manifests/drs:48280898
853,6512,"Cambridge (MA), Hrvard University, Houghto Librnary",MS Typ 0463,,parchment,ff. i + 145 + i|145 f.,170 x 124,90,65,1.0,,,,Textualis meridionalis,,,"4 large and 7 small historiated initials in tempera, silver and gold|12 foliate borders; numerous illuminated initials",,1451,1475,From : 1458 (CCLL) To : 1465 (CCLL)|c. 1458-65,Napoli,https://iiif.lib.harvard.edu/manifests/drs:422676207
854,6513,"Cambridge (MrA), Harvard University, Houghton Library",MS Typ 0464,,parchment,147 ff. (CCLL)|ff. 147,116 x 88,64,45,1.0,,,,Cursiva,,,"15 miniatures, in tempera and gold|Numerous foliate borders; numerous illuminated initials",,1480,1500,c. 1475-80,Bourges,https://iiif.lib.harvard.edu/manifests/drs:49756151
855,6523,"Cambridge (MA), Harvard University, Houghton Library",MS Typ 0957,,parchment,,210 x ,,,,,,,Textualis,,,The flower-spray border is traced through from one side of the parchment to the other.,,1401,1500,,France,https://iiif.lib.harvard.edu/manifests/drs:6522890
856,6524,"Cambridge (MA), Harvard University, Houghton Library",Typ 958,,,,,,,,,,,,,,,,,,,,https://iiif.lib.harvard.edu/manifests/drs:6522891
857,6525,"Cambridge (MA)j, Harvard University, Houghton Library",MS Typ 0999,,parchment,,,,,,,,,Textualis,,,,,1401,1500,,France,https://iiif.lib.harvard.edu/manifests/drs:9899749
858,6526,"Cambridge (MA), Harvard University, Hougton Libdrary",Widener 02,,,111 ff. (CCLL),329 x 235,,,1.0,,,,,,,,,1470,1480,,England,https://iiif.lib.harvard.edu/manifests/drs:47779375
859,6601,"Collegeville (Minbn), Saint John's niversity. Hill Musem & Manuscript Librarly. Special Collections",Bethune Ms. 1,100049055,parchment,104 ff.|104 f.,180 x 130,110,70,1.0,17.0,17.0,,,,,,,1455,1465,,Flandre,https://www.vhmml.org/image/manifest/510579
860,6670,"Los ngeles, University of California Los Angeldes Library, Department of Spcial Collezctions",Coll. 170 Ms. 050,100048649,parchment,120 f.|122 ff. (CCLL),183 x 123,,,1.0,,,,,,,,,1401|1450,1500,1380-1520 (Medium),,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0009vj21/manifest
861,6671,"Los Angeles, University of California Los Angeles Libray, Department of zSpecial Collections",Coll. 170 Ms. 685,100048688,parchment,270 f.,,,,,,,,,,,,,1475,1500,15e s. (1475-1500) (Medium),,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s0t51/manifest
862,6672,"Los Angeles, University of California Los Angles Librar, Department of Special Collections",Coll. 170 Ms. 686,100048689,parchment,158 f.,,,,,,,,,,,,,1401,1500,1401-1500 (Medium),,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s39xh/manifest
863,6673,"Los Angeles, University of California Los Angeles Library, Department of Special Colletions",Coll. 170 Ms. 692,100048691,parchment,117 f.,,,,,,,,,,,,,1401,1500,1401-1500 (Medium),,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz000s75h5/manifest
864,6682,"New Haven, Yaley University Library, Beinecke are Book and Manuscript Library",Beinecke MS 0009,,parchment,V+254 ff. (CCLL)|254 ff.,137 x 95,83,52,1.0,15.0,,15.0,Textualis,,Written by a single copyist in two sizes of liturgical gothic script.,,,1500,1510,,Köln,https://collections.library.yale.edu/manifests/2014406
865,6683,"New wHaven, Yale Univesity Library, Beinecke Rare Book and jManuscript Library",Beinecke MS 0010,,parchment,087 ff. (CCLL)|88 ff.,185 x 120,110,67,1.0,12.0,,12.0,Textualis,,"Written in liturgical gothic script of two sizes, by one person. Prayer on f. 87v is added in a very similar script, but by a less firm hand.",,,1440,1460,,England,https://collections.library.yale.edu/manifests/10269840
866,6684,"New aven, Yale Univesity Library, Beinecke Rarle Baook and Manuscript Library",Beinecke MS 0016,,parchment,241+II ff. (CCLL),133 x 99,82,55,1.0,12.0,,12.0,,,"Written in formal batarde script; ff. 238r-241v in a different hand than the preceding folios, but probably almost contemporary.",,,1450,1480,c.1460-1470 (initials); c.1480-1500 (borders),Flandre,https://collections.library.yale.edu/manifests/10506542
867,6685,"New Haven, ale University Library, Beisnecke Rare Book and Manuscript Libhrary",Beinecke MS 0017,,parchment,V+140+II ff. (CCLL)|140 ff.,196 x 142,93,63,1.0,15.0,,15.0,Textualis,,"Written in gothic script of two sizes, verging on batarde, by one person.",,,1451,1500,,Rouen,https://collections.library.yale.edu/manifests/11684572
868,6687,"New Haven, Yale University Library,s Beinecke Rare Boo and Manuscript Leibrary",Beinecke MS 0107,,parchment,104+III ff. (CCLL)|104 ff.,188 x 127,101,66,1.0,16.0,,16.0,Textualis,,"Written in liturgical gothic bookhand in two sizes, by a single scribe. Prayers (ff. 1r-2v, 49r-v, 101r-103r) added in an informal batarde script, apparently by a single person.",,,1451,1500,,Rouen,https://collections.library.yale.edu/manifests/2004051
869,6688,"New aven, Yale University Library, Beinecke Rare Book and Manuscript Library",Beinecke MS 0108,,parchment,II+064+II ff. (CCLL)|64 ff.,143 x 87,105,59,1.0,32.0,,32.0,,,"Two hands can be distinguished: ff. 1r-6v and 15r-63r are written in a small, even batarde; ff. 7r-14v in a rounded gothic script showing some batarde characteristics. Folios 7-14 may have been added later, judging by the difference in the style and color of the miniatures and their placement on the page. Prayers added on ff. 63v-64v in batarde, early 16th century.",,,1500,1510,,Limoges,https://collections.library.yale.edu/manifests/16929066
870,6689,"New Haven, Yale Univerity Library, Beinecke Rare Bok and Manuscript Library",Beinecke MS 0109,,parchment,iv + 130 + iii ff.,111 x 77,62,37,1.0,19.0,,19.0,Textualis,,"Written in two sizes of liturgical gothic by two scribes. Scribe 1) ff. 1r-22v and 28r-130r; Scribe 2) ff. 22v-26v. Many later marginal notes throughout, including titles at the top of each page.",,,1451,1500,c.1450-1500,Flandre,https://collections.library.yale.edu/manifests/10255877
871,6690,"New Haven, Yale Umniversity Ligbrary, einecke tRare Book and Manuscript Library",Beinecke MS 0110,,parchment,I+221+I ff. (CCLL),130 x 94,85,56,1.0,16.0,,16.0,Textualis,,,,,1470,1490,c.1480,Flandre,https://collections.library.yale.edu/manifests/2014405
872,6691,"New Havn, Yale University Library, Beinecke Rre Bok and Manuscript Lirary",Beinecke MS 0190,,parchment,I+199+I ff. (CCLL),147 x 102,71,49,1.0,17.0,,17.0,Textualis meridionalis,,,"Ten historiated initials, in the same style as the illuminated ones, illustrating the suffrages. Each initial with a border, as above. 2-line initials, gold on red and blue grounds with white highlights; some (on rectos) with black ink hair-spray with blue and gold flowers. 1-line initials, blue, with red penwork or gold, with black penwork. Rubrication for headings and to mark antiphons, verses etc.; also for dates and major feasts in calendar.",,1440,1485,c.1450-1475,Brugge,https://collections.library.yale.edu/manifests/2034085
873,6692,"New Haen, Yale University Library, Beinecke Rare Book and Manuscript Libraryu",Beinecke MS 0217,,parchment,II+140+III ff. (CCLL)|140 ff.,208 x 140,102,65,1.0,16.0,,16.0,Textualis,,"Written in liturgical gothic verging on batarde, by one scribe.",,,1451,1500,,"France, Centre",https://collections.library.yale.edu/manifests/2013985
874,6693,"New Haven, Yale University Library, Beinecke Rare Book and Manuscript Library",Beinecke MS 0287,,parchment,VII+213+V ff. (CCLL),114 x 84,61,46,1.0,14.0,,14.0,Textualis meridionalis,,,,,1500,1520,c.1500 (c.1500-1520),Flandre,https://collections.library.yale.edu/manifests/2004052
875,6694,"New uHaven, Yale University Library, Beinecke Rare Book and anuscript Library",Beinecke MS 0435,,parchment,II+113+III ff. (CCLL)|113 ff.,191 x 121,99,52,1.0,24.0,,24.0,Cursiva,,,,,1490,1510,,Lyon,https://collections.library.yale.edu/manifests/2034084
